id_arbol;altura_tot;diametro;inclinacion;id_especie;nombre_comun;nombre_cientifico;tipo_follaje;espacio_verde;ubicacion;nombre_familia;nombre_gen;origen;coord_x;coord_y;lat;lon
1910;8;17;0;369;Lapacho;Tabebuia sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Tabebuia;No Determinado;102828;101172;-34.6187;-58.4325
1911;6;13;10;369;Lapacho;Tabebuia sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Tabebuia;No Determinado;102805;101362;-34.617;-58.4327
1912;7;21;0;369;Lapacho;Tabebuia sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Tabebuia;No Determinado;102815;101375;-34.6169;-58.4326
1913;8;23;0;369;Lapacho;Tabebuia sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Tabebuia;No Determinado;102591;101268;-34.6178;-58.435
1914;7;22;20;369;Lapacho;Tabebuia sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Tabebuia;No Determinado;102593;101274;-34.6178;-58.435
1915;7;19;0;369;Lapacho;Tabebuia sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Tabebuia;No Determinado;102605;101281;-34.6177;-58.4349
1916;1;80;6;999;No Determinable;No Determinable;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;No identificada;No identificado;No Determinado;102773;101181;-34.6186;-58.4331
1917;1;50;8;999;No Determinable;No Determinable;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;No identificada;No identificado;No Determinado;102759;101220;-34.6183;-58.4332
1918;20;85;0;342;Ciprés;Cupressus sp.;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Cupresáceas;Cupressus;Exótico;102735;101258;-34.6179;-58.4335
1919;20;32;0;342;Ciprés;Cupressus sp.;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Cupresáceas;Cupressus;Exótico;102736;101264;-34.6179;-58.4335
1920;7;26;0;304;Juniperus;Juniperus sp.;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Cupresáceas;Juniperus;Exótico;102732;101284;-34.6177;-58.4335
1921;4;15;0;380;Cotoneaster;Cotoneaster sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Rosáceas;Cotoneaster;No Determinado;102728;101291;-34.6176;-58.4336
1922;1;63;6;999;No Determinable;No Determinable;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;No identificada;No identificado;No Determinado;102829;101317;-34.6174;-58.4324
1923;5;17;12;333;Arce;Acer sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Aceráceas;Acer;Exótico;102811;101168;-34.6187;-58.4326
2177;2;20;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102659;101192;-34.6185;-58.4343
2178;17;58;1;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102719;101214;-34.6183;-58.4337
2661;7;125;0;204;Palmera del senegal;Phoenix reclinata;Palmera;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Arecaceas;Phoenix;Exótico;102791;101253;-34.618;-58.4329
2593;17;94;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102784;101361;-34.617;-58.4329
2592;4;30;0;380;Cotoneaster;Cotoneaster sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Rosáceas;Cotoneaster;No Determinado;102792;101347;-34.6171;-58.4329
2594;6;7;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102807;101230;-34.6182;-58.4327
2595;12;50;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102811;101232;-34.6182;-58.4327
2596;11;32;30;43;Pata de vaca  (Pezuña de vaca);Bauhinia forticata;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Leguminosas;Bauhinia;Nativo/Autóctono;102815;101222;-34.6183;-58.4326
2597;11;27;25;43;Pata de vaca  (Pezuña de vaca);Bauhinia forticata;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Leguminosas;Bauhinia;Nativo/Autóctono;102815;101220;-34.6183;-58.4326
2598;22;100;0;75;Palo borracho blanco;Ceiba chodatti;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bombacáceas;Ceiba;Nativo/Autóctono;102822;101212;-34.6183;-58.4325
2599;3;5;0;17;Árbol del cielo (Ailanto o Árbol de los dioses);Ailanthus altissima;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Simarrubáceas;Ailanthus;Exótico;102633;101154;-34.6189;-58.4346
2600;4;15;0;23;Palto;Persea americana;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Lauráceas;Persea;Exótico;102881;101227;-34.6182;-58.4319
2601;10;20;0;15;Álamo carolina;Populus deltoides;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Salicáceas;Populus;Exótico;102885;101231;-34.6182;-58.4318
2602;3;14;0;349;Hibiscus;Hibiscus  sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Malvácea;Hibiscus;No Determinado;102813;101334;-34.6172;-58.4326
2603;17;75;0;34;Olmo europeo;Ulmus procera;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Ulmaceas;Ulmus;Exótico;102813;101354;-34.6171;-58.4326
2604;10;40;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102817;101362;-34.617;-58.4326
2605;10;10;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102823;101371;-34.6169;-58.4325
2606;18;65;15;190;Cedro blanco de California;Libocedrus decurrens for.aureo-variegata;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Cupresáceas;Libocedrus;Exótico;102836;101341;-34.6172;-58.4324
2607;15;36;25;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102698;101295;-34.6176;-58.4339
2657;7;92;20;65;Ombú;Phytolacca dioica;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Fitolacáceas;Phytolacca;Nativo/Autóctono;102787;101234;-34.6181;-58.4329
2658;11;52;10;25;Palo borracho rosado;Ceiba speciosa;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bombacáceas;Ceiba;Nativo/Autóctono;102792;101237;-34.6181;-58.4329
2659;3;6;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102805;101233;-34.6181;-58.4327
2660;16;40;5;4;Tilo;Tilia viridis subsp. x moltkei;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Tiliaceas;Tilia;Exótico;102798;101249;-34.618;-58.4328
2662;14;39;5;77;Ciprés;Cupressus sempervirens;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Cupresáceas;Cupressus;Exótico;102783;101247;-34.618;-58.433
2663;1;20;0;77;Ciprés;Cupressus sempervirens;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Cupresáceas;Cupressus;Exótico;102769;101242;-34.6181;-58.4331
2664;13;37;21;77;Ciprés;Cupressus sempervirens;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Cupresáceas;Cupressus;Exótico;102763;101240;-34.6181;-58.4332
2697;2;11;0;6;Ficus;Ficus benjamina;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Moráceas;Ficus;Exótico;102884;101254;-34.618;-58.4319
11866;5;11;0;73;Bunya-bunya (Araucaria de Bidwill);Araucaria bidwillii;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Araucariaceas;Araucaria;Exótico;102860;101192;-34.6185;-58.4321
11867;5;9;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102843;101243;-34.6181;-58.4323
11868;7;12;5;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102863;101264;-34.6179;-58.4321
11869;21;52;6;65;Ombú;Phytolacca dioica;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Fitolacáceas;Phytolacca;Nativo/Autóctono;102859;101288;-34.6177;-58.4321
11870;22;58;0;65;Ombú;Phytolacca dioica;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Fitolacáceas;Phytolacca;Nativo/Autóctono;102852;101290;-34.6176;-58.4322
11871;4;50;0;55;Fenix;Phoenix canariensis;Palmera;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Arecaceas;Phoenix;Exótico;102848;101388;-34.6168;-58.4323
11872;12;13;0;24;Liquidambar;Liquidambar  styraciflua;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Hamamelidáceas;Liquidámbar;Exótico;102672;101241;-34.6181;-58.4342
11873;1;16;0;6;Ficus;Ficus benjamina;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Moráceas;Ficus;Exótico;102666;101250;-34.618;-58.4342
11874;15;77;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102681;101243;-34.6181;-58.4341
11875;20;37;40;81;Celtis tala;Celtis ehrembergiana;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Ulmaceas;Celtis;Nativo/Autóctono;102691;101244;-34.618;-58.434
11876;7;8;6;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102840;101247;-34.618;-58.4323
11877;7;10;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102844;101249;-34.618;-58.4323
11878;14;38;6;4;Tilo;Tilia viridis subsp. x moltkei;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Tiliaceas;Tilia;Exótico;102805;101247;-34.618;-58.4327
11879;4;20;8;18;Gomero;Ficus elastica;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Moráceas;Ficus;Exótico;102860;101373;-34.6169;-58.4321
11880;30;69;14;72;Pino del Paraná (Pino de Misiones o Pino de Brasil);Araucaria angustifolia;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Araucariaceas;Araucaria;Nativo/Autóctono;102848;101313;-34.6174;-58.4322
11881;5;9;10;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102871;101265;-34.6179;-58.432
11882;16;82;15;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102868;101250;-34.618;-58.432
11891;17;38;12;77;Ciprés;Cupressus sempervirens;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Cupresáceas;Cupressus;Exótico;102638;101297;-34.6176;-58.4345
11892;12;90;0;34;Olmo europeo;Ulmus procera;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Ulmaceas;Ulmus;Exótico;102639;101181;-34.6186;-58.4345
11893;7;36;7;77;Ciprés;Cupressus sempervirens;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Cupresáceas;Cupressus;Exótico;102773;101255;-34.618;-58.4331
11894;9;18;16;11;Jacarandá;Jacarandá mimosifolia;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Jacarandá;Nativo/Autóctono;102775;101259;-34.6179;-58.433
11895;6;12;25;11;Jacarandá;Jacarandá mimosifolia;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Jacarandá;Nativo/Autóctono;102764;101272;-34.6178;-58.4332
11896;7;16;12;31;Ceibo;Erythrina crista-galli;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Leguminosas;Erythrina;Nativo/Autóctono;102749;101162;-34.6188;-58.4333
11897;16;40;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102641;101267;-34.6178;-58.4345
11898;16;45;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102641;101268;-34.6178;-58.4345
11899;21;57;0;45;Casuarina;Casuarina cunninghamiana;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Casuarinaceas;Casuarina;Exótico;102655;101281;-34.6177;-58.4343
11900;13;60;0;45;Casuarina;Casuarina cunninghamiana;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Casuarinaceas;Casuarina;Exótico;102658;101291;-34.6176;-58.4343
11901;5;23;4;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102735;101213;-34.6183;-58.4335
11902;15;62;3;1;Fresno americano;Fraxinus pennsylvanica;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Fraxinus;Exótico;102727;101239;-34.6181;-58.4336
11903;4;7;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102769;101219;-34.6183;-58.4331
11904;12;78;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102786;101224;-34.6182;-58.4329
11905;20;33;4;359;Pino;Pinus sp.;No Determinado;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Pináceas;Pinus;Exótico;102873;101295;-34.6176;-58.432
11906;13;19;0;14;Álamo plateado;Populus alba;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Salicáceas;Populus;Exótico;102665;101168;-34.6187;-58.4342
11907;15;40;0;14;Álamo plateado;Populus alba;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Salicáceas;Populus;Exótico;102650;101178;-34.6186;-58.4344
11908;5;8;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102657;101186;-34.6186;-58.4343
11909;5;12;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102661;101188;-34.6186;-58.4343
11910;9;15;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102680;101193;-34.6185;-58.4341
11911;6;16;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102694;101197;-34.6185;-58.4339
11912;19;20;0;212;Álamo de Italia;Populus nigra cv. italica;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Salicáceas;Populus;Exótico;102702;101181;-34.6186;-58.4338
11913;19;20;0;212;Álamo de Italia;Populus nigra cv. italica;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Salicáceas;Populus;Exótico;102705;101180;-34.6186;-58.4338
11914;18;20;0;212;Álamo de Italia;Populus nigra cv. italica;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Salicáceas;Populus;Exótico;102702;101178;-34.6186;-58.4338
11915;18;4;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102681;101173;-34.6187;-58.4341
11916;6;22;20;65;Ombú;Phytolacca dioica;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Fitolacáceas;Phytolacca;Nativo/Autóctono;102683;101285;-34.6177;-58.434
11917;13;480;18;65;Ombú;Phytolacca dioica;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Fitolacáceas;Phytolacca;Nativo/Autóctono;102678;101295;-34.6176;-58.4341
11918;9;25;15;81;Celtis tala;Celtis ehrembergiana;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Ulmaceas;Celtis;Nativo/Autóctono;102661;101159;-34.6188;-58.4343
11919;21;50;15;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102722;101272;-34.6178;-58.4336
11920;20;70;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102738;101200;-34.6184;-58.4334
11921;5;15;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102740;101210;-34.6184;-58.4334
11922;18;88;0;33;Morera blanca;Morus alba;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Moráceas;Morus;Exótico;102766;101205;-34.6184;-58.4331
11923;18;95;10;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102750;101206;-34.6184;-58.4333
11924;8;13;10;43;Pata de vaca  (Pezuña de vaca);Bauhinia forticata;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Leguminosas;Bauhinia;Nativo/Autóctono;102602;101272;-34.6178;-58.4349
11925;24;41;0;45;Casuarina;Casuarina cunninghamiana;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Casuarinaceas;Casuarina;Exótico;102859;101332;-34.6173;-58.4321
11926;17;62;21;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102862;101340;-34.6172;-58.4321
12846;15;28;0;14;Álamo plateado;Populus alba;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Salicáceas;Populus;Exótico;102623;101246;-34.618;-58.4347
12847;28;140;0;2;Plátano;Platanus x acerifolia;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Platanaceae;Platanus;Exótico;102640;101262;-34.6179;-58.4345
12848;7;10;0;24;Liquidambar;Liquidambar  styraciflua;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Hamamelidáceas;Liquidámbar;Exótico;102648;101244;-34.6181;-58.4344
12849;11;40;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102649;101242;-34.6181;-58.4344
12850;14;50;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102657;101246;-34.618;-58.4343
12851;7;9;0;72;Pino del Paraná (Pino de Misiones o Pino de Brasil);Araucaria angustifolia;Árbol Conífero Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Araucariaceas;Araucaria;Nativo/Autóctono;102766;101222;-34.6183;-58.4331
12852;12;62;6;25;Palo borracho rosado;Ceiba speciosa;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bombacáceas;Ceiba;Nativo/Autóctono;102777;101230;-34.6182;-58.433
12853;6;12;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102789;101229;-34.6182;-58.4329
12859;2;4;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102680;101198;-34.6185;-58.4341
12860;9;11;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102696;101203;-34.6184;-58.4339
12861;4;7;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102719;101209;-34.6184;-58.4337
12862;3;12;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102724;101210;-34.6184;-58.4336
12863;12;53;8;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102690;101225;-34.6182;-58.434
12864;14;65;2;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102669;101230;-34.6182;-58.4342
12865;12;37;11;81;Celtis tala;Celtis ehrembergiana;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Ulmaceas;Celtis;Nativo/Autóctono;102682;101211;-34.6184;-58.4341
12896;18;60;0;46;Ibirá pitá;Peltophorum dubium;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Leguminosas;Peltophorum;Nativo/Autóctono;102655;101224;-34.6182;-58.4344
